Record_ID,Date,Month,State,Region,River_Basin,Rainfall_mm,River_Level_m,Soil_Moisture,Upstream_Release_cumecs,Distance_to_River_km,Catchment_Slope_deg,Elevation_m,Drainage_Density_km_per_km2,Land_Use,Flood
R01261,2024-12-02,4,Manipur,North-East,Barak,14.4,1.95,0.091,12.4,7.63,7.4,520,2.52,Forest,0
R01262,2025-04-27,3,Punjab,North,Indus,0.0,1.55,0.164,1.5,1.81,5.64,760,1.85,Barren,0
R01263,2025-04-24,3,West Bengal,East,Hooghly,27.9,1.99,0.23,22.1,1.73,3.63,198,2.17,Wetland,0
R01264,2025-04-25,3,West Bengal,East,Ganga,57.8,2.37,0.312,13.3,0.3,2.72,5,1.61,Agriculture,0
R01265,2025-05-01,1,Himachal Pradesh,North,Ganga,14.4,1.8,0.132,15.3,4.69,5.54,881,1.91,Wetland,0
R01266,2024-09-16,11,Gujarat,West,Tapi,80.8,2.55,0.355,10.9,3.5,2.47,200,0.91,Agriculture,0
R01267,2025-01-15,8,Punjab,North,Indus,235.3,5.26,0.846,23.6,1.96,6.89,782,1.12,Wetland,1
R01268,2025-01-13,8,Arunachal Pradesh,North-East,Brahmaputra,315.0,11.12,0.9,48.6,1.03,9.56,784,2.1,Wetland,1
R01269,2024-09-10,10,Bihar,East,Ganga,88.8,3.27,0.318,6.7,8.0,4.74,5,1.12,Forest,1
R01270,2025-07-13,9,Bihar,East,Ganga,234.9,6.8,0.796,22.6,6.52,3.69,5,1.29,Wetland,1
R01271,2025-07-02,4,Odisha,East,Mahanadi,22.5,1.71,0.144,8.4,6.47,4.32,5,1.74,Barren,0
R01272,2024-06-12,9,Bihar,East,Ganga,89.7,4.06,0.393,62.7,1.02,2.75,5,1.12,Barren,1
R01273,2025-07-10,4,Tamil Nadu,South,Cauvery,27.6,1.61,0.211,12.0,2.48,2.19,216,1.37,Wetland,0
R01274,2025-05-24,5,Bihar,East,Kosi,15.2,2.15,0.199,18.7,2.07,2.69,139,1.71,Agriculture,0
R01275,2024-11-22,10,Jharkhand,East,Subarnarekha,102.3,2.56,0.384,7.2,1.24,3.82,5,1.64,Barren,1
R01276,2024-12-11,8,Telangana,South,Godavari,26.2,2.8,0.237,27.6,3.45,3.22,73,1.51,Urban,0
R01277,2024-08-18,3,Sikkim,North-East,Teesta,40.5,2.35,0.187,8.9,4.43,6.66,317,2.08,Barren,0
R01278,2024-09-12,7,Uttarakhand,North,Ganga,121.4,4.65,0.525,57.3,6.2,5.82,672,1.67,Wetland,1
R01279,2024-07-04,8,Jammu & Kashmir,North,Indus,302.9,6.58,0.9,19.6,1.83,6.46,630,1.37,Agriculture,1
R01280,2025-05-16,2,Telangana,South,Krishna,28.7,1.71,0.15,6.6,2.76,3.54,180,0.99,Forest,0
R01281,2024-12-15,12,Arunachal Pradesh,North-East,Brahmaputra,30.8,2.29,0.21,24.5,1.2,7.42,877,2.2,Urban,0
R01282,2025-04-21,11,Haryana,North,Indus,100.8,2.88,0.32,11.4,1.36,5.5,559,1.43,Urban,0
R01283,2024-12-27,12,Assam,North-East,Brahmaputra,13.4,1.95,0.13,12.0,9.31,7.81,568,2.45,Barren,0
R01284,2025-05-17,9,Uttar Pradesh,North,Ganga,278.4,7.68,0.834,25.9,3.54,5.88,1002,1.72,Urban,1
R01285,2024-10-03,6,Tamil Nadu,South,Cauvery,299.3,6.46,0.9,17.9,0.49,3.52,205,0.73,Agriculture,1
R01286,2024-09-19,3,Uttar Pradesh,North,Ganga,27.5,2.14,0.233,16.4,5.31,7.43,520,1.63,Wetland,0
R01287,2024-12-27,12,Goa,West,Zuari,14.3,1.98,0.087,3.4,2.81,2.15,428,1.3,Forest,0
R01288,2025-04-14,2,Mizoram,North-East,Barak,39.0,2.03,0.259,9.1,2.48,9.83,642,1.86,Agriculture,0
R01289,2025-06-07,1,Jammu & Kashmir,North,Indus,12.4,1.68,0.176,6.3,2.43,5.8,835,1.56,Wetland,0
R01290,2025-06-28,9,Andhra Pradesh,South,Krishna,174.1,4.39,0.591,20.0,2.78,2.14,184,1.58,Barren,1
R01291,2024-11-16,4,Telangana,South,Krishna,32.4,2.07,0.128,7.6,4.3,2.71,324,1.08,Barren,0
R01292,2024-09-12,8,Tripura,North-East,Gumti,233.8,5.99,0.777,3.0,3.29,7.45,831,3.1,Wetland,1
R01293,2025-07-21,4,Punjab,North,Indus,14.9,1.52,0.085,11.9,2.37,5.29,877,1.43,Forest,0
R01294,2025-02-20,1,Manipur,North-East,Barak,4.3,1.51,0.19,11.1,0.63,8.66,610,2.26,Agriculture,0
R01295,2025-02-13,1,Himachal Pradesh,North,Ganga,23.1,1.85,0.138,0.7,4.17,5.07,1009,1.48,Urban,0
R01296,2024-12-17,6,Tripura,North-East,Gumti,412.4,8.79,0.9,9.7,1.16,7.75,755,2.92,Urban,1
R01297,2024-11-21,3,Haryana,North,Indus,9.9,1.82,0.122,4.3,5.02,5.73,670,1.36,Forest,0
R01298,2025-04-24,8,Manipur,North-East,Barak,327.4,7.96,0.9,10.2,4.77,7.22,943,2.31,Forest,1
R01299,2024-12-22,5,Himachal Pradesh,North,Indus,53.6,1.91,0.212,5.5,11.19,7.36,656,1.26,Forest,1
R01300,2024-08-16,2,Telangana,South,Krishna,10.9,1.45,0.173,9.3,0.53,2.27,226,1.06,Barren,0
R01301,2024-07-08,8,Punjab,North,Indus,157.8,3.89,0.59,2.5,3.88,6.38,769,1.41,Urban,1
R01302,2025-01-29,6,Arunachal Pradesh,North-East,Brahmaputra,231.9,9.22,0.798,1.1,9.2,8.68,577,2.52,Wetland,1
R01303,2024-12-22,12,Assam,North-East,Brahmaputra,17.6,1.94,0.184,20.8,2.8,8.44,875,2.47,Barren,0
R01304,2025-06-19,10,Himachal Pradesh,North,Indus,80.7,2.7,0.316,17.8,2.92,5.98,616,2.13,Urban,0
R01305,2024-06-08,7,West Bengal,East,Hooghly,315.1,7.48,0.9,18.7,3.28,2.58,5,1.3,Forest,1
R01306,2024-07-24,10,Maharashtra,West,Tapi,59.4,1.91,0.208,5.1,1.33,2.94,173,1.05,Forest,0
R01307,2024-06-10,9,Uttarakhand,North,Ganga,151.5,5.29,0.576,64.6,2.1,5.17,617,1.61,Wetland,1
R01308,2025-02-17,10,Kerala,South,Periyar,112.1,3.07,0.409,12.0,5.2,3.75,305,1.21,Forest,0
R01309,2024-06-12,2,Rajasthan,West,Indus,10.4,1.46,0.179,7.3,5.46,2.15,220,0.79,Wetland,0
R01310,2025-05-27,12,Mizoram,North-East,Barak,3.1,1.77,0.105,20.3,0.62,8.26,764,2.79,Barren,0
R01311,2024-12-11,1,Jharkhand,East,Subarnarekha,17.6,1.82,0.185,7.0,6.81,4.04,5,1.51,Forest,0
R01312,2025-04-22,1,Meghalaya,North-East,Brahmaputra,41.9,2.63,0.257,4.6,2.69,8.34,803,1.89,Forest,0
R01313,2025-04-13,5,Maharashtra,West,Godavari,25.1,1.87,0.181,11.2,2.63,3.35,332,1.12,Barren,0
R01314,2025-05-14,1,Meghalaya,North-East,Brahmaputra,52.1,3.14,0.198,22.8,4.21,7.58,400,2.2,Forest,0
R01315,2025-02-17,12,Madhya Pradesh,Central,Tapi,11.0,1.67,0.139,8.1,0.73,3.84,232,0.78,Barren,0
R01316,2024-10-13,4,Jammu & Kashmir,North,Indus,38.1,1.85,0.198,9.5,1.96,7.51,938,1.7,Forest,0
R01317,2025-05-08,8,Tripura,North-East,Gumti,365.3,8.05,0.9,7.8,4.27,7.9,783,1.98,Agriculture,1
R01318,2025-05-01,11,West Bengal,East,Ganga,142.4,4.07,0.426,11.6,5.03,3.24,5,1.75,Barren,1
R01319,2025-04-04,8,Telangana,South,Krishna,276.0,6.25,0.804,15.7,0.73,0.55,400,0.81,Urban,1
R01320,2024-09-22,10,Karnataka,South,Cauvery,142.2,3.33,0.464,10.7,3.05,1.71,123,1.66,Barren,1
R01321,2024-10-06,4,Meghalaya,North-East,Brahmaputra,52.3,2.98,0.201,11.0,1.3,8.48,634,2.49,Forest,0
R01322,2024-09-27,2,Kerala,South,Pamba,2.0,1.53,0.179,6.1,3.01,2.68,227,1.37,Forest,0
R01323,2024-06-20,6,Karnataka,South,Krishna,241.9,5.7,0.758,8.8,9.16,4.84,219,1.28,Barren,1
R01324,2025-05-05,10,Karnataka,South,Krishna,214.3,5.02,0.703,6.6,4.37,3.93,10,0.86,Wetland,1
R01325,2025-03-11,5,Uttar Pradesh,North,Ganga,23.5,1.96,0.157,3.0,4.0,6.78,858,1.9,Urban,0
R01326,2025-04-04,2,Maharashtra,West,Krishna,26.3,2.02,0.215,6.1,11.08,3.73,422,0.93,Agriculture,0
R01327,2024-09-07,5,Chhattisgarh,Central,Godavari,18.6,1.76,0.166,5.8,0.46,3.12,503,1.04,Barren,0
R01328,2025-05-05,2,Goa,West,Mandovi,24.3,2.09,0.175,7.8,0.29,1.32,313,0.72,Urban,0
R01329,2025-05-20,2,Tamil Nadu,South,Cauvery,34.3,2.21,0.187,3.0,1.77,4.72,230,1.62,Barren,0
R01330,2024-06-22,9,Jammu & Kashmir,North,Indus,203.5,4.97,0.73,5.9,6.24,5.62,764,1.45,Agriculture,0
R01331,2024-12-14,12,Madhya Pradesh,Central,Tapi,22.1,1.83,0.122,6.8,7.09,3.63,102,1.14,Forest,0
R01332,2025-01-20,3,Tamil Nadu,South,Vaigai,28.7,2.09,0.183,8.7,3.44,2.86,206,1.29,Barren,0
R01333,2024-11-05,4,Tripura,North-East,Gumti,19.5,2.07,0.181,15.1,1.15,6.95,539,2.14,Wetland,0
R01334,2024-08-23,1,Bihar,East,Ganga,2.8,1.58,0.081,0.3,2.32,1.98,48,1.85,Urban,0
R01335,2025-03-11,6,Tripura,North-East,Gumti,199.0,5.12,0.634,4.7,0.58,7.68,765,2.31,Urban,1
R01336,2025-03-27,1,Haryana,North,Indus,42.9,2.36,0.242,6.2,3.28,7.3,731,1.78,Forest,0
R01337,2024-12-04,6,Mizoram,North-East,Barak,259.8,7.31,0.9,6.1,1.65,7.57,948,2.25,Agriculture,1
R01338,2024-06-10,9,Goa,West,Zuari,241.5,3.96,0.775,8.9,4.96,0.6,359,1.47,Wetland,1
R01339,2025-06-15,5,Tripura,North-East,Gumti,1.6,1.68,0.162,15.3,2.38,7.64,720,2.29,Agriculture,0
R01340,2024-07-17,1,Maharashtra,West,Godavari,0.0,1.7,0.127,6.8,2.07,2.5,360,0.85,Barren,0
R01341,2025-01-02,4,Assam,North-East,Brahmaputra,36.5,2.41,0.2,2.3,2.23,9.63,748,2.84,Forest,0
R01342,2025-03-06,5,Meghalaya,North-East,Brahmaputra,25.9,1.82,0.194,3.2,0.34,8.26,711,2.69,Forest,0
R01343,2025-01-19,3,Nagaland,North-East,Brahmaputra,11.6,2.02,0.109,1.4,7.37,6.8,682,2.09,Forest,0
R01344,2025-07-17,9,Manipur,North-East,Barak,338.8,8.62,0.9,1.6,2.05,7.71,826,1.52,Urban,1
R01345,2025-05-15,8,Uttarakhand,North,Ganga,108.9,4.07,0.412,21.9,1.0,6.68,881,2.01,Urban,0
R01346,2024-06-13,2,Bihar,East,Ganga,1.0,1.21,0.11,2.2,4.95,2.2,166,1.82,Wetland,0
R01347,2025-01-18,10,Uttar Pradesh,North,Ganga,116.8,3.79,0.36,13.7,0.75,4.39,770,1.02,Forest,1
R01348,2024-12-10,12,Madhya Pradesh,Central,Narmada,42.3,1.8,0.239,11.3,0.71,3.03,353,1.23,Urban,0
R01349,2024-12-02,10,Tamil Nadu,South,Vaigai,54.4,2.13,0.259,14.4,4.89,3.89,208,1.22,Urban,1
R01350,2024-07-16,2,Karnataka,South,Cauvery,3.8,1.74,0.087,4.4,6.18,3.29,177,1.9,Forest,0
R01351,2025-05-19,8,Tripura,North-East,Gumti,296.6,6.81,0.9,15.8,1.29,7.57,790,2.06,Agriculture,1
R01352,2025-01-11,6,Uttarakhand,North,Ganga,180.3,5.5,0.636,21.5,0.64,4.67,860,1.41,Agriculture,1
R01353,2025-04-02,6,Arunachal Pradesh,North-East,Brahmaputra,300.2,10.52,0.9,5.0,3.86,7.42,722,1.92,Wetland,1
R01354,2024-10-28,8,Jammu & Kashmir,North,Indus,320.4,6.42,0.9,17.1,3.85,5.88,791,1.48,Forest,1
R01355,2025-07-02,3,West Bengal,East,Hooghly,33.7,2.13,0.136,2.3,1.26,3.47,103,1.3,Forest,0
R01356,2025-06-04,9,Manipur,North-East,Barak,179.6,5.59,0.599,14.6,1.48,7.25,722,2.26,Wetland,1
R01357,2025-06-20,6,Karnataka,South,Krishna,187.7,5.13,0.587,4.8,0.86,2.64,285,1.29,Urban,0
R01358,2024-08-08,9,Kerala,South,Pamba,0.0,2.07,0.216,3.1,8.72,2.77,11,1.23,Wetland,0
R01359,2024-10-07,4,Nagaland,North-East,Brahmaputra,33.0,2.37,0.224,18.4,0.9,9.13,522,2.41,Agriculture,0
R01360,2025-07-01,8,Meghalaya,North-East,Brahmaputra,320.1,10.95,0.9,78.0,1.08,8.29,685,2.17,Urban,1
R01361,2025-01-25,12,Madhya Pradesh,Central,Narmada,13.0,1.56,0.222,3.9,3.43,3.5,52,1.32,Wetland,0
R01362,2024-06-11,10,Kerala,South,Pamba,85.2,2.65,0.33,11.2,3.23,4.23,226,1.63,Barren,0
R01363,2025-04-11,3,Arunachal Pradesh,North-East,Brahmaputra,35.8,2.44,0.195,8.8,1.75,7.96,760,2.63,Barren,0
R01364,2024-07-24,2,Karnataka,South,Cauvery,17.4,1.72,0.113,12.7,0.74,3.0,417,1.7,Barren,0
R01365,2024-06-03,9,Odisha,East,Brahmani,224.3,6.29,0.817,0.3,1.74,3.02,105,1.51,Wetland,1
R01366,2025-02-27,7,Uttar Pradesh,North,Ganga,281.9,7.61,0.84,22.4,1.53,5.35,861,0.98,Barren,1
R01367,2024-06-10,6,Haryana,North,Indus,165.2,4.24,0.574,5.3,1.6,4.58,808,1.66,Urban,1
R01368,2024-10-06,3,Punjab,North,Indus,10.0,1.52,0.158,6.5,2.12,6.73,828,0.96,Urban,0
R01369,2024-06-11,11,Tamil Nadu,South,Cauvery,0.0,1.31,0.161,18.5,8.23,5.1,425,1.94,Wetland,0
R01370,2025-04-24,7,Meghalaya,North-East,Brahmaputra,253.7,9.01,0.837,92.4,3.54,9.02,851,1.64,Barren,1
R01371,2025-01-11,4,Odisha,East,Mahanadi,24.1,1.94,0.157,14.2,0.79,3.49,5,1.89,Forest,0
R01372,2025-02-24,7,Nagaland,North-East,Brahmaputra,180.3,7.85,0.571,78.0,1.54,9.05,601,2.43,Urban,1
R01373,2024-11-07,10,Nagaland,North-East,Brahmaputra,68.8,3.44,0.305,10.9,0.72,7.64,701,2.2,Wetland,0
R01374,2025-01-28,5,Andhra Pradesh,South,Godavari,29.5,2.28,0.175,9.3,1.74,1.75,215,1.23,Forest,0
R01375,2025-04-19,1,Telangana,South,Godavari,10.4,1.73,0.106,6.8,1.37,3.0,276,1.11,Forest,0
R01376,2024-09-08,1,Haryana,North,Indus,34.4,2.35,0.19,6.9,1.24,6.27,776,0.97,Wetland,0
R01377,2024-12-11,11,Arunachal Pradesh,North-East,Brahmaputra,78.3,3.71,0.355,13.1,0.81,8.16,694,2.16,Wetland,0
R01378,2025-02-28,7,Bihar,East,Kosi,244.1,8.41,0.804,6.2,6.5,5.5,93,1.23,Agriculture,1
R01379,2025-05-19,8,Tripura,North-East,Gumti,285.1,6.27,0.9,2.3,0.82,8.52,606,1.58,Agriculture,1
R01380,2025-04-22,6,Meghalaya,North-East,Brahmaputra,282.0,9.79,0.9,5.0,0.65,8.1,646,2.32,Agriculture,1
R01381,2025-07-20,3,Goa,West,Mandovi,19.6,1.64,0.106,5.2,1.25,1.31,417,1.14,Urban,0
R01382,2025-03-21,3,Mizoram,North-East,Barak,45.1,2.73,0.268,4.0,1.83,9.37,814,2.49,Wetland,0
R01383,2024-07-17,3,Uttarakhand,North,Ganga,7.0,1.7,0.135,16.7,0.7,6.62,843,1.12,Wetland,0
R01384,2025-06-06,10,Telangana,South,Krishna,108.9,2.94,0.42,3.8,4.0,3.36,457,1.52,Wetland,0
R01385,2025-01-12,9,Assam,North-East,Brahmaputra,300.0,10.93,0.9,44.9,1.88,7.92,1011,1.78,Wetland,1
R01386,2024-07-01,3,Chhattisgarh,Central,Mahanadi,23.7,1.96,0.185,10.0,11.7,3.71,275,0.9,Barren,0
R01387,2024-10-02,12,Jammu & Kashmir,North,Indus,48.2,2.36,0.235,13.9,4.74,4.9,918,1.56,Barren,0
R01388,2025-02-09,9,Maharashtra,West,Krishna,182.2,5.19,0.609,30.0,0.35,1.23,408,0.99,Forest,1
R01389,2024-12-15,10,Himachal Pradesh,North,Indus,57.6,2.49,0.213,1.2,4.49,6.72,931,1.42,Forest,0
R01390,2024-12-12,12,Haryana,North,Indus,8.0,1.69,0.167,5.2,1.65,5.77,953,1.98,Agriculture,0
R01391,2025-04-19,8,Sikkim,North-East,Teesta,311.8,10.18,0.9,8.9,1.22,8.96,881,2.29,Urban,1
R01392,2025-04-07,4,Assam,North-East,Brahmaputra,32.4,2.44,0.184,7.3,1.92,9.06,692,1.7,Urban,0
R01393,2024-08-02,10,Tripura,North-East,Gumti,115.7,3.27,0.384,16.7,5.08,8.87,781,2.31,Forest,0
R01394,2024-09-19,8,Meghalaya,North-East,Brahmaputra,259.8,9.39,0.79,56.0,6.29,8.03,697,2.31,Barren,1
R01395,2025-01-11,10,Telangana,South,Krishna,95.9,3.39,0.405,4.5,1.54,5.3,125,1.3,Wetland,0
R01396,2025-06-24,5,Chhattisgarh,Central,Godavari,17.9,1.54,0.149,10.0,0.65,3.85,434,1.04,Urban,0
R01397,2024-09-23,12,Arunachal Pradesh,North-East,Brahmaputra,19.4,2.14,0.171,5.4,2.39,6.97,645,2.4,Forest,0
R01398,2025-01-11,10,Himachal Pradesh,North,Ganga,50.1,2.39,0.256,23.0,4.09,5.41,922,1.62,Barren,0
R01399,2024-11-29,12,Himachal Pradesh,North,Ganga,10.6,1.92,0.168,5.8,2.68,6.75,779,2.13,Urban,0
R01400,2025-06-20,2,Goa,West,Zuari,20.0,1.77,0.177,4.5,2.96,2.78,179,1.01,Barren,0
R01401,2024-11-18,5,Punjab,North,Indus,34.9,1.85,0.223,17.7,3.1,6.01,737,1.41,Barren,0
R01402,2025-07-24,5,Maharashtra,West,Krishna,31.6,1.77,0.2,10.5,3.58,3.39,124,1.01,Urban,0
R01403,2024-11-14,10,Manipur,North-East,Barak,27.6,2.0,0.274,8.6,2.42,8.42,711,2.4,Wetland,0
R01404,2025-01-03,5,Chhattisgarh,Central,Mahanadi,31.9,2.53,0.225,11.4,1.87,3.61,275,1.26,Wetland,0
R01405,2025-04-22,6,Uttar Pradesh,North,Ganga,279.2,7.69,0.9,10.2,8.1,5.08,642,1.6,Agriculture,1
R01406,2024-09-27,8,Manipur,North-East,Barak,184.2,5.36,0.715,10.9,1.14,8.68,818,2.32,Wetland,1
R01407,2024-10-11,8,Gujarat,West,Tapi,265.6,4.99,0.867,12.7,0.39,3.59,289,1.19,Agriculture,1
R01408,2024-07-26,1,Nagaland,North-East,Brahmaputra,35.7,2.37,0.256,11.1,2.75,6.93,757,2.51,Urban,0
R01409,2025-03-10,8,Himachal Pradesh,North,Indus,128.2,3.97,0.553,2.8,0.59,6.17,579,1.62,Wetland,1
R01410,2025-07-23,12,Goa,West,Zuari,33.6,1.92,0.259,4.7,5.25,2.29,435,0.81,Agriculture,0
R01411,2025-03-14,8,Bihar,East,Kosi,230.2,8.18,0.815,4.9,1.14,4.11,5,1.49,Agriculture,1
R01412,2024-06-11,1,Assam,North-East,Brahmaputra,8.1,1.54,0.179,25.5,5.09,9.19,708,2.19,Wetland,0
R01413,2024-10-15,9,Bihar,East,Kosi,185.7,6.4,0.641,5.7,1.11,2.84,272,1.7,Urban,1
R01414,2025-02-12,7,Meghalaya,North-East,Brahmaputra,234.8,9.03,0.792,93.3,0.47,8.39,854,2.0,Forest,1
R01415,2025-04-22,5,Madhya Pradesh,Central,Tapi,54.3,2.12,0.235,18.5,5.18,3.55,438,1.19,Forest,0
R01416,2025-07-02,8,Mizoram,North-East,Barak,376.8,9.83,0.9,11.8,1.15,7.23,808,2.2,Barren,1
R01417,2025-02-13,9,Tamil Nadu,South,Cauvery,316.8,6.55,0.9,57.0,1.08,3.55,182,1.87,Agriculture,1
R01418,2024-07-21,1,Madhya Pradesh,Central,Ganga,23.3,1.8,0.164,7.4,3.28,2.42,341,0.95,Urban,0
R01419,2025-04-24,2,Jammu & Kashmir,North,Indus,24.8,2.17,0.147,9.4,2.05,5.5,752,1.35,Urban,0
R01420,2024-09-06,6,Tripura,North-East,Gumti,635.5,12.0,0.9,3.9,3.38,8.77,694,1.91,Forest,1
R01421,2025-07-11,1,Maharashtra,West,Godavari,51.5,2.4,0.213,6.9,2.89,1.77,135,1.09,Barren,0
R01422,2025-06-27,10,Punjab,North,Indus,86.0,3.05,0.255,16.6,2.08,5.23,532,1.29,Barren,0
R01423,2025-01-25,12,Mizoram,North-East,Barak,0.0,1.74,0.125,5.4,3.57,7.54,749,2.51,Urban,0
R01424,2024-07-25,7,Andhra Pradesh,South,Godavari,274.9,7.26,0.88,72.0,3.84,3.33,5,0.88,Agriculture,1
R01425,2024-10-15,12,Telangana,South,Godavari,42.5,2.05,0.216,8.1,3.55,3.86,286,1.37,Forest,0
R01426,2025-04-19,11,Goa,West,Zuari,153.5,2.91,0.555,15.0,4.3,1.72,305,1.04,Wetland,1
R01427,2025-05-19,12,Maharashtra,West,Krishna,17.4,2.12,0.097,5.8,5.51,2.18,150,0.78,Forest,0
R01428,2025-05-19,5,Uttar Pradesh,North,Ganga,24.4,2.08,0.263,10.4,2.27,4.57,973,1.67,Wetland,0
R01429,2024-09-15,1,Bihar,East,Kosi,40.5,2.33,0.228,0.8,2.14,4.92,321,1.73,Forest,0
R01430,2025-01-09,2,Uttar Pradesh,North,Ganga,35.5,2.01,0.265,10.5,7.32,6.26,847,1.77,Agriculture,0
R01431,2024-12-08,3,Manipur,North-East,Barak,28.7,2.11,0.188,5.5,2.43,8.67,739,1.94,Urban,0
R01432,2025-02-27,4,Uttarakhand,North,Ganga,31.4,1.99,0.159,3.8,3.33,5.57,727,1.64,Urban,0
R01433,2024-10-22,2,Odisha,East,Brahmani,18.7,1.66,0.176,4.8,3.88,2.43,250,1.67,Urban,0
R01434,2024-09-16,8,Punjab,North,Indus,249.7,4.98,0.832,10.7,3.09,5.32,909,1.6,Wetland,1
R01435,2024-10-15,1,Uttarakhand,North,Ganga,29.1,2.01,0.144,8.0,2.8,4.75,966,1.4,Forest,0
R01436,2025-07-14,7,Uttarakhand,North,Ganga,167.1,5.61,0.573,44.5,1.39,6.91,980,1.17,Urban,1
R01437,2024-09-01,8,Assam,North-East,Brahmaputra,329.2,12.18,0.9,23.0,2.13,8.86,827,2.01,Wetland,1
R01438,2024-09-28,9,Andhra Pradesh,South,Godavari,246.5,6.39,0.807,27.5,3.02,4.38,265,1.24,Urban,1
R01439,2024-09-25,2,Bihar,East,Kosi,37.0,2.45,0.209,5.8,1.17,2.28,82,2.01,Barren,0
R01440,2025-05-07,11,Chhattisgarh,Central,Godavari,81.8,2.86,0.315,9.7,5.41,2.93,227,1.26,Wetland,1
R01441,2024-08-24,6,Himachal Pradesh,North,Indus,144.9,3.64,0.483,7.3,7.16,6.26,838,1.33,Forest,1
R01442,2024-06-20,5,Punjab,North,Indus,35.3,1.88,0.206,7.4,1.21,8.9,912,1.28,Agriculture,0
R01443,2024-10-23,7,Meghalaya,North-East,Brahmaputra,123.7,5.36,0.433,50.7,2.15,7.25,582,2.62,Forest,1
R01444,2025-03-13,2,Arunachal Pradesh,North-East,Brahmaputra,35.6,2.33,0.239,3.1,4.45,8.31,685,2.84,Wetland,0
R01445,2024-11-18,12,Punjab,North,Indus,39.5,2.0,0.282,8.3,6.41,5.46,759,1.06,Agriculture,0
R01446,2025-06-07,1,Himachal Pradesh,North,Indus,31.4,1.9,0.216,8.3,1.44,3.37,568,1.67,Agriculture,0
R01447,2025-01-13,2,West Bengal,East,Hooghly,10.2,1.36,0.089,8.9,3.47,3.04,61,1.47,Forest,0
R01448,2025-01-13,1,West Bengal,East,Hooghly,49.9,2.29,0.248,5.0,0.63,0.1,37,1.32,Forest,0
R01449,2025-03-05,12,Himachal Pradesh,North,Ganga,8.0,1.5,0.187,1.8,0.52,4.09,922,1.45,Wetland,0
R01450,2025-06-14,11,Haryana,North,Ganga,73.8,2.96,0.264,6.3,2.98,7.28,762,1.64,Wetland,0
R01451,2024-07-30,12,Tripura,North-East,Gumti,10.0,1.71,0.149,7.6,5.72,8.64,696,2.45,Agriculture,0
R01452,2024-07-25,12,Punjab,North,Indus,20.8,1.79,0.179,16.5,1.81,6.83,910,1.19,Wetland,0
R01453,2024-08-23,8,Mizoram,North-East,Barak,380.5,9.42,0.9,18.6,0.99,7.98,666,2.61,Urban,1
R01454,2025-06-05,11,Gujarat,West,Tapi,92.6,2.53,0.349,3.4,4.39,2.86,283,1.06,Urban,0
R01455,2024-09-10,5,Uttar Pradesh,North,Ganga,47.6,1.93,0.3,8.7,3.89,6.13,961,1.05,Wetland,0
R01456,2025-04-10,10,Manipur,North-East,Barak,140.4,4.36,0.435,4.1,2.33,8.44,603,2.12,Urban,1
R01457,2024-08-07,10,Haryana,North,Indus,129.8,3.62,0.433,14.4,5.47,5.13,873,1.39,Agriculture,0
R01458,2024-09-11,7,Punjab,North,Indus,244.7,5.26,0.835,13.6,3.26,4.02,671,1.07,Wetland,1
R01459,2024-08-16,11,Madhya Pradesh,Central,Narmada,74.6,2.61,0.282,5.0,3.25,3.2,244,0.84,Barren,0
R01460,2024-08-24,4,Uttarakhand,North,Ganga,36.1,2.27,0.221,5.0,1.3,6.58,471,1.53,Barren,0
R01461,2024-08-31,2,Uttar Pradesh,North,Ganga,27.7,2.21,0.206,4.6,18.51,4.8,768,1.83,Forest,0
R01462,2025-04-15,3,Uttarakhand,North,Ganga,32.3,2.0,0.228,6.0,1.77,6.37,794,2.06,Barren,1
R01463,2024-07-17,4,Uttar Pradesh,North,Ganga,23.1,1.97,0.132,3.1,1.26,5.24,780,1.77,Urban,0
R01464,2025-03-30,11,Uttarakhand,North,Ganga,117.9,4.03,0.42,2.7,3.5,5.29,735,1.41,Wetland,1
R01465,2025-06-25,1,Tamil Nadu,South,Cauvery,42.2,2.03,0.191,15.9,2.69,3.9,342,1.29,Urban,0
R01466,2024-07-14,3,Jammu & Kashmir,North,Indus,42.9,2.15,0.206,3.0,3.64,4.22,848,1.86,Barren,0
R01467,2024-10-10,7,Telangana,South,Krishna,218.8,5.37,0.752,47.0,0.78,1.95,258,0.83,Agriculture,1
R01468,2025-05-16,11,Rajasthan,West,Indus,64.4,2.63,0.257,6.9,5.99,3.71,190,0.78,Barren,0
R01469,2024-06-08,4,Odisha,East,Brahmani,24.2,1.85,0.172,4.2,7.29,4.19,5,1.47,Barren,0
R01470,2024-07-08,10,Arunachal Pradesh,North-East,Brahmaputra,127.0,5.15,0.424,14.4,2.77,6.06,579,2.45,Wetland,1
R01471,2025-02-12,11,Manipur,North-East,Barak,79.3,3.14,0.322,11.5,1.44,8.72,678,2.47,Forest,1
R01472,2025-05-15,9,Jharkhand,East,Ganga,310.6,7.72,0.9,39.5,1.51,2.87,53,1.57,Agriculture,1
R01473,2024-12-21,10,Haryana,North,Ganga,98.6,3.22,0.328,9.9,3.9,5.48,825,1.19,Barren,0
R01474,2025-04-30,8,Assam,North-East,Brahmaputra,204.7,7.69,0.671,41.8,9.41,8.31,617,2.42,Forest,1
R01475,2025-06-04,2,Himachal Pradesh,North,Indus,68.7,2.57,0.346,7.2,6.5,5.15,1052,2.09,Wetland,0
